"id","pred_gbm"
"00023iyk9l",0.631361563648391
"002qnbzfs5",0.884173412855742
"0035hobuyj",0.719797427889292
"006mls2sjw",0.713385776057422
"006z8b0uws",0.748818750355559
"007gj7kqdk",0.719797427889292
"00allnceb8",0.748818750355559
"00e8bokexa",0.704235023973641
"00fn6wu77e",0.713385776057422
"00fyswof3k",0.610931137083097
"00j0znb0n6",0.581872880068489
"00m6r72cz5",0.662871491715334
"00nd20ya9v",0.666362462380374
"00q5gbt7y3",0.723288398554332
"00raoz1gfp",0.79568366478715
"00ri3ux25n",0.693290269920433
"00s1ecz3b2",0.662871491715334
"00zfq9bobc",0.693290269920433
"015wz0i7jm",0.755169974016331
"01bkwy6yj6",0.607440166418057
"01cj73ax7u",0.849639807070113
"01d0rmob25",0.662871491715334
"01ez9tkx4j",0.631361563648391
"01kv2ppj25",0.887664383520782
"01nq1sjufy",0.631361563648391
"01p3ynmfs7",0.503795000499438
"01r3iatdvv",0.693290269920433
"01txi6fdmp",0.719797427889292
"01w22yhf78",0.887664383520782
"020qjhjqe8",0.487601135229626
"021hmh1f5i",0.676242400272482
"024ata8x3d",0.607440166418057
"025sv1949e",0.719797427889292
"0262vs5rv9",0.884173412855742
"02708gikhn",0.607440166418057
"0291diw5cw",0.693290269920433
"02ba36r0nc",0.607440166418057
"02c9qrqjjj",0.751679003351291
"02ce32w92h",0.752309721020599
"02j4ylsh0c",0.65698116973149
"02tcqbrxx2",0.574917002994282
"02tptrizx7",0.696781240585473
"02xa1emuaf",0.651484995149293
"0310kb1tb0",0.704235023973641
"031t8x9lia",0.693290269920433
"033qwzzv1o",0.693290269920433
"0375vz017c",0.849639807070113
"039664pl26",0.808983417904662
"039ejh5uei",0.887664383520782
"039wokuc77",0.79568366478715
"039y0r29tw",0.704235023973641
"03d749c8pq",0.631361563648391
"03dv6xhyqj",0.696781240585473
"03elnptx6z",0.887664383520782
"03f1zxtzk0",0.223126713145742
"03fu4odod3",0.647574470322214
"03gc0lvuq8",0.607440166418057
"03j27kl1xn",0.829761933510116
"03jbozytmd",0.829761933510116
"03n7soui00",0.808983417904662
"03nheise4m",0.752309721020599
"03odh83v7y",0.79568366478715
"03p4y7n05u",0.676242400272482
"03qbeknjp1",0.751679003351291
"03qptb1u93",0.693290269920433
"03qtkpnx47",0.849639807070113
"03yyerv2a0",0.693290269920433
"043jwvzwxy",0.79568366478715
"044j7dp3sz",0.849639807070113
"0466lq65dq",0.693290269920433
"04atg7t0xx",0.631361563648391
"04dfftbfvu",0.693290269920433
"04e76b64iz",0.65698116973149
"04echiiv9f",0.676242400272482
"04h7v1ynp5",0.79568366478715
"04kd9afiil",0.719797427889292
"04kwlgm6ke",0.79917463545219
"04pd5hw6wn",0.462311551101454
"04v8ghload",0.693290269920433
"04wi2hoyo6",0.693290269920433
"04xzadyw81",0.719797427889292
"051he0jk2k",0.484110164564586
"056qnsw0nz",0.748818750355559
"0583agn73p",0.751679003351291
"05eml9mod4",0.223126713145742
"05kw6myma1",0.808983417904662
"05mk3ik0t8",0.662871491715334
"05o65qb0c3",0.719797427889292
"05ovtrz9d1",0.607440166418057
"05pa0vpjhq",0.610931137083097
"05rokc2ikl",0.662871491715334
"05svu37ejk",0.66047214039653
"05tbglisyd",0.748818750355559
"05u0828yjv",0.693290269920433
"05uc4lnoj6",0.631361563648391
"05uoxew2iq",0.693290269920433
"05wa0uxq7c",0.662871491715334
"05xp886mpi",0.462311551101454
"05zznjnw3i",0.574917002994282
"060qdp6rpz",0.581872880068489
"061jdwzzjz",0.662871491715334
"06afpo0de6",0.719797427889292
"06bokjixs2",0.719797427889292
"06cdfxnv9x",0.693290269920433
"06dresdguj",0.693290269920433
"06f4m5rq7j",0.713385776057422
"06j1lfd966",0.748818750355559
"06nw6p1rx7",0.693290269920433
"06o3idddl4",0.607440166418057
"06r7plwtat",0.631361563648391
"06sr2tkewn",0.693290269920433
"06t5vzo7nb",0.607440166418057
"06te3rdrpk",0.719797427889292
"06vyewr5ud",0.693290269920433
"06y3igvfsg",0.829761933510116
"06zzom3a66",0.77201121760891
"070g8q1177",0.867670680461582
"0719vvlwmc",0.719797427889292
"07a3g1xtlw",0.867670680461582
"07ifh0e1ii",0.764385145435202
"07jsdu6on8",0.719797427889292
"07ksm7p22e",0.748818750355559
"07mq2l3bkt",0.748818750355559
"07odtt2fao",0.751679003351291
"07p5ccjpke",0.607440166418057
"07rw84uz9j",0.693290269920433
"07sdk7vesz",0.662871491715334
"07u5zribjs",0.748818750355559
"07uj7rw2h7",0.631361563648391
"07unuo91fa",0.748818750355559
"07uskni4co",0.723288398554332
"07vdl2ksq3",0.77201121760891
"07watt77xk",0.631361563648391
"081hg88uyw",0.693290269920433
"0822dgbe5u",0.723288398554332
"086js7qa1k",0.65698116973149
"08aftgs7ew",0.884173412855742
"08b8p068wh",0.748818750355559
"08clif8gvx",0.748818750355559
"08gbnj0h13",0.719797427889292
"08lwg42i0u",0.662871491715334
"08omhc3ic4",0.223126713145742
"08qeqqp6li",0.719797427889292
"08vbg0ebcq",0.79568366478715
"08zn7yrfac",0.713385776057422
"0900278qas",0.607440166418057
"091tr8kfd2",0.719797427889292
"09305vitud",0.887664383520782
"0940ozm46m",0.693290269920433
"096h51u6zi",0.829761933510116
"098lol05g4",0.662871491715334
"099n90vunc",0.693290269920433
"099q9e8kv2",0.693290269920433
"09dgwsr8s6",0.574917002994282
"09f893syzc",0.829761933510116
"09gxpft9ol",0.719797427889292
"09h105tth5",0.666362462380374
"09ovhrpl90",0.662871491715334
"09sta2n33z",0.662871491715334
"09t83i1jcn",0.693290269920433
"09vmak1f1a",0.719797427889292
"09w4e5rugk",0.679733370937522
"0a0yi5n9er",0.860365627190813
"0a348m0yba",0.884173412855742
"0a6z3fc0bj",0.693290269920433
"0abx4s7z35",0.719797427889292
"0acxnwiuig",0.607440166418057
"0afi3upa61",0.478515125657041
"0albgg7ke2",0.719797427889292
"0am2y4zpus",0.764385145435202
"0amwtnfxke",0.607440166418057
"0anj4wslsx",0.884173412855742
"0awc3ykd6e",0.808983417904662
"0awvleens1",0.693290269920433
"0ay5g677n7",0.631361563648391
"0aym8i45if",0.760894174770162
"0az9e13aep",0.634852534313431
"0azezw1b7z",0.723288398554332
"0azthr8rfd",0.631361563648391
"0b1m3rinns",0.693290269920433
"0b1ptvklc8",0.607440166418057
"0b1twtz73a",0.716876746722462
"0b6h6uevnl",0.693290269920433
"0b7mn4g1nj",0.581872880068489
"0batyyvsfs",0.867670680461582
"0bditojwfe",0.748818750355559
"0bijp49oaj",0.581872880068489
"0bmv37869s",0.884173412855742
"0bv1o2sorj",0.693290269920433
"0bzjkyokmt",0.482006096322081
"0c0nghb6mr",0.631361563648391
"0c3mq97367",0.751679003351291
"0c6h5dqzoo",0.693290269920433
