"id","pred_lr"
"00023iyk9l",0.630482079873804
"002qnbzfs5",0.919365578164888
"0035hobuyj",0.72042801584384
"006mls2sjw",0.710373455152698
"006z8b0uws",0.740429306242166
"007gj7kqdk",0.714490134570478
"00allnceb8",0.743064621124074
"00e8bokexa",0.69877497572036
"00fn6wu77e",0.7097593386745
"00fyswof3k",0.615872615677046
"00j0znb0n6",0.570143872014077
"00m6r72cz5",0.648676295243584
"00nd20ya9v",0.654283623528594
"00q5gbt7y3",0.73094393945583
"00raoz1gfp",0.792001416609816
"00ri3ux25n",0.672042767818169
"00s1ecz3b2",0.658902856002606
"00zfq9bobc",0.680290014826146
"015wz0i7jm",0.757043594174467
"01bkwy6yj6",0.594401826936048
"01cj73ax7u",0.850956361076067
"01d0rmob25",0.652779160925999
"01ez9tkx4j",0.622908364733045
"01kv2ppj25",0.95249246028419
"01nq1sjufy",0.63438657950987
"01p3ynmfs7",0.554631150689274
"01r3iatdvv",0.675591149490487
"01txi6fdmp",0.731830600546431
"01w22yhf78",0.898236539504783
"020qjhjqe8",0.551462286506044
"021hmh1f5i",0.666774876149573
"024ata8x3d",0.5979121877889
"025sv1949e",0.728734441539551
"0262vs5rv9",1.01677428249387
"02708gikhn",0.5979121877889
"0291diw5cw",0.693147943832555
"02ba36r0nc",0.599989011747729
"02c9qrqjjj",0.753682576208463
"02ce32w92h",0.742017053473999
"02j4ylsh0c",0.641512885817836
"02tcqbrxx2",0.564023768320157
"02tptrizx7",0.67765167836638
"02xa1emuaf",0.639103983644614
"0310kb1tb0",0.70058980128913
"031t8x9lia",0.684938851384887
"033qwzzv1o",0.694684260593466
"0375vz017c",0.851754447491684
"039664pl26",0.820664693610211
"039ejh5uei",1.0406278779663
"039wokuc77",0.788200509287776
"039y0r29tw",0.69941297172976
"03d749c8pq",0.628455698327497
"03dv6xhyqj",0.678321927228601
"03elnptx6z",0.891516029859788
"03f1zxtzk0",-0.134803782275213
"03fu4odod3",0.638030525260538
"03gc0lvuq8",0.60999625937492
"03j27kl1xn",0.830221610644701
"03jbozytmd",0.830196499512045
"03n7soui00",0.815869844709021
"03nheise4m",0.744079022220872
"03odh83v7y",0.811558805276366
"03p4y7n05u",0.667037559761729
"03qbeknjp1",0.760330600412407
"03qptb1u93",0.679402683214718
"03qtkpnx47",0.855287234608547
"03yyerv2a0",0.687452345467605
"043jwvzwxy",0.778269136031128
"044j7dp3sz",0.853364019350675
"0466lq65dq",0.676692984459942
"04atg7t0xx",0.63438657950987
"04dfftbfvu",0.675724499188764
"04e76b64iz",0.639817489160301
"04echiiv9f",0.666770000724708
"04h7v1ynp5",0.775862769796498
"04kd9afiil",0.724126278497136
"04kwlgm6ke",0.782982636623401
"04pd5hw6wn",0.488670450190361
"04v8ghload",0.673982336995062
"04wi2hoyo6",0.691804209169878
"04xzadyw81",0.720614113092097
"051he0jk2k",0.542772053988944
"056qnsw0nz",0.737289801414471
"0583agn73p",0.759233434961729
"05eml9mod4",-0.0776432768421521
"05kw6myma1",0.816442496324611
"05mk3ik0t8",0.654920452206868
"05o65qb0c3",0.714970685557353
"05ovtrz9d1",0.587307488260054
"05pa0vpjhq",0.601678395106595
"05rokc2ikl",0.663517923016261
"05svu37ejk",0.644493149761069
"05tbglisyd",0.740503300765838
"05u0828yjv",0.694089770407158
"05uc4lnoj6",0.632216124717187
"05uoxew2iq",0.69219290923919
"05wa0uxq7c",0.651403036961629
"05xp886mpi",0.491503017819362
"05zznjnw3i",0.560782836859657
"060qdp6rpz",0.568852689304146
"061jdwzzjz",0.657042257727973
"06afpo0de6",0.724227116549265
"06bokjixs2",0.730348066153036
"06cdfxnv9x",0.691804209169878
"06dresdguj",0.689661920017156
"06f4m5rq7j",0.706459296740029
"06j1lfd966",0.735641713084541
"06nw6p1rx7",0.683739893863469
"06o3idddl4",0.584456378910589
"06r7plwtat",0.619143267389328
"06sr2tkewn",0.673709181097925
"06t5vzo7nb",0.608734249609036
"06te3rdrpk",0.731362230281324
"06vyewr5ud",0.686452720051884
"06y3igvfsg",0.826665895696521
"06zzom3a66",0.773286173461552
"070g8q1177",0.876321649956275
"0719vvlwmc",0.713975329572197
"07a3g1xtlw",0.878199908927061
"07ifh0e1ii",0.770332238228995
"07jsdu6on8",0.719595987472878
"07ksm7p22e",0.735183896951883
"07mq2l3bkt",0.74664765800671
"07odtt2fao",0.753682576208463
"07p5ccjpke",0.615495363697279
"07rw84uz9j",0.67352229821143
"07sdk7vesz",0.649130090179821
"07u5zribjs",0.750445919419659
"07uj7rw2h7",0.624619895909374
"07unuo91fa",0.747203624997219
"07uskni4co",0.729267295334479
"07vdl2ksq3",0.772778111084787
"07watt77xk",0.625089030543282
"081hg88uyw",0.669190285835483
"0822dgbe5u",0.721815527359517
"086js7qa1k",0.642173369443226
"08aftgs7ew",1.02843830446171
"08b8p068wh",0.745031720682754
"08clif8gvx",0.734030967358338
"08gbnj0h13",0.726429542191381
"08lwg42i0u",0.654761053108435
"08omhc3ic4",0.178059994282614
"08qeqqp6li",0.720866299620999
"08vbg0ebcq",0.79931177440869
"08zn7yrfac",0.707302763881599
"0900278qas",0.579141861395032
"091tr8kfd2",0.723970759090234
"09305vitud",0.940769383568881
"0940ozm46m",0.669439947875535
"096h51u6zi",0.831666142004493
"098lol05g4",0.657642816129665
"099n90vunc",0.687738861257397
"099q9e8kv2",0.679865926426211
"09dgwsr8s6",0.56322061307513
"09f893syzc",0.828556746809448
"09gxpft9ol",0.728996469092408
"09h105tth5",0.659839231418114
"09ovhrpl90",0.65405028430334
"09sta2n33z",0.661772839625983
"09t83i1jcn",0.679261161784157
"09vmak1f1a",0.71934403584073
"09w4e5rugk",0.665181151303796
"0a0yi5n9er",0.8642333957399
"0a348m0yba",0.925608341919891
"0a6z3fc0bj",0.686941585712665
"0abx4s7z35",0.713975329572197
"0acxnwiuig",0.61135471018022
"0afi3upa61",0.532687547807594
"0albgg7ke2",0.718188481200698
"0am2y4zpus",0.768694473127845
"0amwtnfxke",0.609159269051994
"0anj4wslsx",0.955310248950841
"0awc3ykd6e",0.814669878531015
"0awvleens1",0.679217049046819
"0ay5g677n7",0.629264052640439
"0aym8i45if",0.768109552414459
"0az9e13aep",0.632100805377194
"0azezw1b7z",0.724018530208434
"0azthr8rfd",0.634613387075384
"0b1m3rinns",0.685597456093328
"0b1ptvklc8",0.605383752125662
"0b1twtz73a",0.7108520844185
"0b6h6uevnl",0.688033378883938
"0b7mn4g1nj",0.575462896170149
"0batyyvsfs",0.87355540394177
"0bditojwfe",0.749834506699874
"0bijp49oaj",0.567295634758443
"0bmv37869s",0.946222593660364
"0bv1o2sorj",0.681622631713854
"0bzjkyokmt",0.506727651933812
"0c0nghb6mr",0.630574712728403
"0c3mq97367",0.757928999418557
"0c6h5dqzoo",0.692897467728946
"0c703kb6fz",0.691804209169878
"0c7xxzqj9k",1.01924732016207
"0cb14bs193",0.692507322132312
"0cbodtnodk",0.721592459591158
"0cbp0in9ew",0.599770487840061
"0cdf1tkxzy",0.701771239988766
"0cfvvstr65",0.680298463956147
"0ch6i4isuo",0.704329050425524
"0ch6tgcdxd",0.742204960839147
"0cjfnw7xn2",0.636836386025241
"0ckn1p1t1h",0.717843247706475
"0co6s86hgb",0.67326307211359
"0crbllays5",0.924274194792193
"0cupa475k4",0.682254396882989
"0cvlzp25ke",0.663266465599852
"0cyihyw891",0.708862526923629
"0d1984luov",0.63661164960634
"0d218f6kb7",0.686347041642651
"0d3acbea8x",0.731116675960332
"0d5otcfqld",0.662865784032188
"0d5vybwfbk",0.57202440499368
"0d6b1mhn8l",0.927694719435173
"0d6ht43u0q",0.638740525698719
"0de25mri9t",0.690359303359283
"0dg5h6860z",0.49986969104784
"0diiozk5hx",-0.0727584654017999
"0dkykm0f9p",0.734938391414765
"0dl4kd1e1v",1.05700314001118
"0dlmjw7rrk",0.63602380810446
"0do0cycx7e",0.652634888127744
"0dr2c4os86",0.601500386378683
"0drplnhpnx",0.547643895669371
"0dudvax1ew",0.920665698630121
"0dxmjvp0lq",0.684500956441733
"0dzm3e7pix",0.438195555388679
"0e7ogk1gos",0.933831014184891
"0e9370tkdz",0.634132568790296
"0e9rascg0c",0.651778044580766
"0een3e1irq",0.671712219293381
"0egfgfln58",0.702712952346337
"0enasvk8hn",0.786592591685013
"0ersaea9fg",0.629699984964711
"0es5ojukfg",0.653016179417016
"0es86pgau1",0.83774386049641
"0ev18cvshw",0.702205061116042
"0evzwsfwzw",0.663338188255218
"0ew4zsd3g8",0.67945013061328
"0ezvrtvj56",0.622749070749152
"0f5ljbs9q9",0.676472963175502
"0f5nkcnnmu",0.635671677873948
"0f69ebol95",0.669899203751153
"0fa03k5hjz",0.893321158034802
"0fj1fam5b8",0.669727153244994
"0fjffldr3f",0.75017573895868
"0fk4gav3of",0.669969805985469
"0flod0reww",0.675666751977812
"0fmo886o2z",0.745922734726448
"0ft9dcl4im",0.660938273851887
"0fvgxe40ur",0.666758966014839
"0fwpmwrbqq",0.761835379906685
"0fzv6btfv6",0.673366088591387
"0g0ue31ype",0.740702082272123
"0g1n50ntpd",0.726200213615468
"0g5824drtz",0.772523220234774
"0g7ieoihsq",0.723584407309935
"0g7jw7t736",0.668084587538502
"0g9fd9vlra",0.728469894377281
"0ga6e0f8o2",0.817556520403651
"0gb1gxbe5x",0.717532923164249
"0gc8r5idj4",0.579579581740113
"0gck7wadcb",0.619257915934654
"0gclg50yp4",0.8683686016042
"0gilqbvzge",0.824496101660811
"0gjypmsbpa",0.746199788330426
"0gltlihx1h",0.584268672440469
"0gm2mbaeiz",0.75435595924464
"0gmj81s86k",0.689890737843009
"0gpc3mkbtz",0.725487123394728
"0gpgyr26kj",0.731362230281324
"0gpidrdm9h",0.680522237659625
"0gry1onx1f",0.799505206997043
"0gwnjqum9m",0.756628534917244
"0gz2ojpnx4",0.658891291610071
"0h37ddhqlx",0.697674849568268
"0h5gee5ywk",0.682736003524724
"0hc1c58f3h",0.673861794412087
"0hd0eohy12",0.563416092967703
"0hdag3o95q",0.68496449237092
"0hf9t6fhk7",0.6860857282205
"0hjgwawx6v",0.580635566639444
"0hjij5mpba",0.66920403684973
"0hjoc5q8nf",0.706104654465119
"0hkhnjzu20",0.781461033248236
"0hko1nykgh",0.691804209169878
"0hlvffb8nu",0.703666750802146
"0hml8dhi6k",0.5714706306871
"0hn42ptj7k",0.705027500413761
"0hw05n7do2",0.605098891575791
"0hw551qn1f",0.680522237659625
"0i1zrlukth",0.716316015185814
"0i4gd98n7g",0.794902151609145
"0i4grvp3qm",0.62893865559821
"0i715djjgp",0.809151073434137
"0i76s16ckg",0.630173388908371
"0ic0cjlrgk",0.717529035347831
"0icboe9ie7",0.315362181563473
"0icc8vp2a2",0.70906404672449
"0im2o4x1do",0.743688373660419
"0in3rn9e8z",0.749994413346024
"0inke54emy",0.673803962333109
"0ipp5hvkng",0.764650764084481
"0iswb4ihcr",0.735646327347774
"0itapyaoax",0.728934755353585
"0iumt4h1qj",0.672835434648145
"0iushn7gem",0.725451562924265
"0ivp4a4wzq",0.916227644437073
"0iyx9ahrtt",0.701947757283306
"0iz8gejdqx",0.758214673054416
"0iza3m1p67",0.802417976124795
"0j0feiai7y",0.665142888313941
"0j0ps45h4n",0.804395032716774
"0j25hiibyg",0.72575682517478
"0j33fp32up",0.687897920411214
"0j4edyipww",0.782430752344806
"0j77kmi4yu",0.743064621124074
"0j80pcla3s",0.93372266631028
"0j93c0b70z",0.62857417264289
"0jaufloevx",0.614678353678499
"0jb0abj2s0",0.810887569243489
"0jbvzvr5am",0.441569502287066
"0jc8gbolog",0.757510918135917
"0jcf0ei5iq",0.805806524498029
"0jef6yolao",0.675666751977812
"0jeidovz97",0.621470992409914
"0jemcbancn",0.703791218740852
"0jergdu9jv",0.542097405016399
"0jfh1dm2zf",0.753682576208463
"0jjq63e6h1",0.788200509287776
"0jl6dtyzyu",0.522462117606472
"0jllvidbue",0.718686163906574
"0jpzdeh4x6",0.651817156555657
"0jq7pe0cb9",0.637923556435136
"0jsupbitka",0.568535817055505
"0jtzxpv7lu",0.636405978981167
"0ju9drp1w7",0.763863980764226
"0juw7ijgso",0.69924850438039
"0jw5cmv10m",0.949977698826521
"0k26r3mir0",0.723696017718735
"0k6cz2jg51",0.583227068330846
"0k84mpqsj5",0.633908677788967
"0k9eckjoem",0.641322562596061
"0kc8szcnsn",0.769631906076142
"0kdaqq9er0",0.652171679641903
"0kfqx91tux",0.691292031795612
"0kj6w88xa2",0.600085424447162
"0kjr9gownx",0.6843340219058
"0kko7lij5o",0.583234353658687
"0kku0gicdy",0.642585423216593
"0kkvqyjxpc",0.718799847294412
"0kl950mu41",0.68929885632872
"0koif9zq8t",0.616288059924879
"0kp9jo2ffe",0.621260620243382
"0ksg9klos1",0.262714094977108
"0kx56ctxbc",0.86842695478003
"0kzdud7zb7",0.629326593207115
"0l0c7j3r0h",0.725487123394728
"0l5qnc5cr8",0.749528663366909
"0l8mzrkwlj",0.704001365422696
"0l8nawwr96",0.597565743651647
"0lb9kq8amq",0.72194082679387
"0lbbskvlel",0.613150295491382
"0lbc1mjaoy",0.669661516771447
"0ld6ec3kl1",0.738390367198598
"0le0tm9bvl",0.78029661303581
"0leak62ex0",0.613116605737
"0lf275erja",0.560782836859657
"0lfm9i603g",0.723988724222185
"0lg8sgeehh",0.608480376140905
"0lgtlwhe1m",0.848531701062558
"0ligxfzckb",0.62806282516525
"0lkbm4y440",0.668816464885967
"0llilcz8ub",0.698938040511435
"0lm85itv7p",0.906445935511816
"0lpwyldb20",0.652634888127744
"0lrj4qtxu0",0.753682576208463
"0lxdnpl7ku",0.753085443984571
"0lzeeex4m2",0.840746270405836
"0m0i40ksx0",0.610061016750451
"0m0tu0twq8",0.837598733878117
"0m18zx9bvp",0.70906404672449
"0mcc3pkgdi",0.834164085014364
"0mdom8icey",0.685116691093244
"0merdblxeb",0.614164593587738
"0mfjh3e9wa",0.819324103350362
"0mg5xi9ahe",0.806991949022954
"0mghcg4y1s",0.725487123394728
"0mi8c4ptgv",0.93990482857018
"0mj2n4z537",0.63435752691898
"0mmx5tp8l8",0.654816516761096
"0mmztbbadb",0.600243097744912
"0mncva4ge2",0.607847250885352
"0mv4fl4nnz",0.858479356462662
"0mxgyj26ld",0.692557874535797
"0myopkoqkf",0.634372067360625
"0mz4757sl1",0.646706115033974
"0mzo20jwho",0.755142520146034
"0n3k1nsm66",0.770333551079198
"0n3pkp4kt3",0.760036901012731
"0n4bgw9sni",0.743064621124074
"0negn510zr",0.579032265066473
"0nj9omrii9",0.725487123394728
"0nma7v1hic",0.785453174473871
"0nmc5krsvw",0.713794390347398
"0npb6jqlvo",0.736489847199944
"0nqi6u23zz",0.725487123394728
"0nrz1cuc1l",0.649283429053106
"0nscqpk7x6",0.652115985757017
"0o0allpgxp",0.718696670626616
"0o2c1u3rt7",0.728880131577079
"0o2oradsv9",0.732168776337873
"0o5w78idph",0.698161877185096
"0o6pyc628k",0.811845746192803
"0o8cud09e7",0.713975329572197
"0ob2wtvghh",0.83367395307797
"0obswtq5to",0.766425437415513
"0oh1s3mmb1",0.72343756519703
"0oj2te3s4i",0.764668057598932
"0ok32grpyi",0.547146183464956
"0om2s4pmqr",0.8850540660357
"0on008indy",0.693559605196288
"0oo7qfbu5q",0.708531966567898
"0ooinaiscj",0.773368394140706
"0ooktwcy6k",0.705113096393144
"0opxek8oac",-0.207179324306624
"0or7kf5shm",0.763405809424666
"0orvvjcia6",1.06156405589789
"0ou85plv7m",0.788200509287776
"0ouk0jej3f",0.666733880142101
"0oxs2lnoa1",0.829575978997967
"0ozjmb6267",0.622567550744383
"0p0htadqx7",0.703101385188802
"0p3nygn74z",0.881808753064836
"0p7ql907j7",0.764183707465124
"0paklsy5y5",0.84893435482904
"0pfydqddgm",0.719674239164325
"0pgd8mp7s7",0.654170170298532
"0phjzz9mge",0.747981783026844
"0pkrlivsgs",0.843102206631988
"0pmlubwhmr",0.639931422038136
"0poudi3s0b",0.705876226852678
"0pparvvoxy",0.821508668510186
"0pqhrbjsrt",0.85132496528713
"0psrsoevc0",0.796054906455273
"0pu90qiug5",0.682223910169727
"0pv245yi1a",0.62512166641429
"0pvgsmp2bp",0.593195418828596
"0pw0pppi0d",0.617134608154263
"0pwhce0n9t",0.682736003524724
"0pxq0vd4cd",0.537317219631947
"0py76n1g8e",0.580820620544331
"0q46mepybc",0.637946678355181
"0q4ma1yq5p",0.817068687978992
"0q949eqv5l",0.834592975549199
"0qeblzgflq",0.658844837933301
"0qigcih8pt",0.679951108467038
