"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"777","RT @KaitlinMcCulley: Keisha Williams would have turned 33 Saturday. She died in #Harvey flood waters near her Woodforest apt #ABC13 https:/…",FALSE,0,NA,2017-09-06 22:21:59,FALSE,NA,"905556713281073162",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","angel_in_prada",422,TRUE,FALSE,NA,NA
"778","We have more #volunteers! Please sign up homeowners you know need #help with cleanup from #harvey! #houstonrelief… https://t.co/3lFPzVDtcK",FALSE,1,NA,2017-09-06 22:21:58,TRUE,NA,"905556706935046146",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ashton_Morgan",0,FALSE,FALSE,NA,NA
"779","RT @KBTXNews: Texas Railroad Commission says the gas supply in the state is quickly recovering after #Harvey. https://t.co/YOaYgPKTUh",FALSE,0,NA,2017-09-06 22:21:53,FALSE,NA,"905556685984591872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","paulafox1",3,TRUE,FALSE,NA,NA
"780","RT @_JuanRodriguez_: Students at @LamarUniversity are getting college credit for helping out in #Harvey recovery efforts

We'll explain on…",FALSE,0,NA,2017-09-06 22:21:47,FALSE,NA,"905556661234003969",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PortArthurACG",12,TRUE,FALSE,NA,NA
"781","RT @imkevinquinn: Class action suits filed following massive flooding after release of water from local reservoirs #abc13 @ 6 #harvey #harv…",FALSE,0,NA,2017-09-06 22:21:41,FALSE,NA,"905556637913681921",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abc13houston",27,TRUE,FALSE,NA,NA
"782","RT @kwri: To support our #KWFamily affected by #Harvey and #Irma, we're raising $20M in support of Hurricane Recovery. https://t.co/KBFk9fJ…",FALSE,0,NA,2017-09-06 22:21:40,FALSE,NA,"905556635237715968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stonepac",45,TRUE,FALSE,NA,NA
"783","RT @Schrader_Adam: @PolkCoSheriff Additionally look at #Harvey as a case study  https://t.co/WkUC9nMIvt",FALSE,0,NA,2017-09-06 22:21:17,FALSE,NA,"905556536763842561",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","baesdgod",169,TRUE,FALSE,NA,NA
"784","RT @TXBarCollege: Excited to announce our Board has approved donating $20,000—$10,000 each to @HVLPtweets &amp; @LStarLegal—for #Harvey #LegalA…",FALSE,0,NA,2017-09-06 22:21:05,FALSE,NA,"905556487132651520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","slopezrodzTX",7,TRUE,FALSE,NA,NA
"785","RT @HoustonISD: .@Hilliard_Elem is among #HISD schools that suffered ‘extensive’ damage in #Harvey. Here's an update on our campuses https:…",FALSE,0,NA,2017-09-06 22:20:58,FALSE,NA,"905556458300899328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LaurynWhite2000",72,TRUE,FALSE,NA,NA
"786","RT @stjbs: An absolutely incredible #harvey essay: I downloaded an app. Suddenly, I was a rescue dispatcher. https://t.co/8ds8PLf4Qe",FALSE,0,NA,2017-09-06 22:20:47,FALSE,NA,"905556412838932480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wordsmith85",296,TRUE,FALSE,NA,NA
"787","RT @TexasDSHS: [News release]: Texas to conduct aerial #mosquito control over Refugio, Bee counties in wake of #Harvey. Read it at https://…",FALSE,0,NA,2017-09-06 22:20:47,FALSE,NA,"905556411572203521",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nebulouswonder",16,TRUE,FALSE,NA,NA
"788","RT @ChronBrianSmith: J.J. Watt on his plan for how the $27 million-plus raised for #Harvey victims will be used. https://t.co/hfmb2OpHYx",FALSE,0,NA,2017-09-06 22:20:46,FALSE,NA,"905556407201783809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AC_NC_23",28,TRUE,FALSE,NA,NA
"789","RT @TexasTribune: We want to hear from families who were displaced by #Harvey and are trying to get their children back in school. https://…",FALSE,0,NA,2017-09-06 22:20:44,FALSE,NA,"905556399907852289",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","terryparrisjr",11,TRUE,FALSE,NA,NA
"790","RT @mrkmully: It's only been a week. Went back to some of the sites in Meyerland I shot last Sunday. #harvey https://t.co/tOQI4cLwwM",FALSE,0,NA,2017-09-06 22:20:43,FALSE,NA,"905556394207793152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GFalta",12121,TRUE,FALSE,NA,NA
"791","RT @ChronBrianSmith: J.J. Watt on his plan for how the $27 million-plus raised for #Harvey victims will be used. https://t.co/hfmb2OpHYx",FALSE,0,NA,2017-09-06 22:20:40,FALSE,NA,"905556380265975810",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wolfies290",28,TRUE,FALSE,NA,NA
"792","RT @Meagan_Flynn: Pretty repulsive. Glad this wasn't the attitude of our Houston and Harris County law enforcement during #Harvey. https://…",FALSE,0,NA,2017-09-06 22:20:38,FALSE,NA,"905556371403366400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShaneKilling",5,TRUE,FALSE,NA,NA
"793","RT @ChronMed: Hospitals see influx of patients with #Harvey-related symptoms, particularly skin infections https://t.co/CiA9lEUqnE",FALSE,0,NA,2017-09-06 22:20:20,FALSE,NA,"905556297822732289",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Freedom4Me2006",287,TRUE,FALSE,NA,NA
"794","RT @TexasTribune: We want to hear from families who were displaced by #Harvey and are trying to get their children back in school. https://…",FALSE,0,NA,2017-09-06 22:20:08,FALSE,NA,"905556245758656516",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Brizzyc",11,TRUE,FALSE,NA,NA
"795","RT @kwri: To support our #KWFamily affected by #Harvey and #Irma, we're raising $20M in support of Hurricane Recovery. https://t.co/KBFk9fJ…",FALSE,0,NA,2017-09-06 22:20:00,FALSE,NA,"905556213231796224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MikeDibos",45,TRUE,FALSE,NA,NA
"796","RT @ATXFlood: All volunteer #Harvey Counsiling Hotline. Free! 
""Get the help you need for the damage you can't see!"" Call 832-981-3233 
#Ha…",FALSE,0,NA,2017-09-06 22:19:54,FALSE,NA,"905556190406610945",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Laur3333",22,TRUE,FALSE,NA,NA
"797","RT @AufstandS21: <ed><U+00A0><U+00BC><ed><U+00B6><U+0098><ed><U+00A0><U+00BD><ed><U+00B0><U+00B6><ed><U+00A0><U+00BD><ed><U+00B0><U+00BE><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2>Please<ed><U+00A0><U+00BD><ed><U+00B9><U+008F> help sharing<U+203C><U+FE0F>Thanks for helping to spread the word about how we can help displaced pets <ed><U+00A0><U+00BD><ed><U+00B8><U+00BF> #Harvey Texas https…",FALSE,0,NA,2017-09-06 22:19:31,FALSE,NA,"905556092230488064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DREandVICKI",87,TRUE,FALSE,NA,NA
"798","RT @kwri: To support our #KWFamily affected by #Harvey and #Irma, we're raising $20M in support of Hurricane Recovery. https://t.co/KBFk9fJ…",FALSE,0,NA,2017-09-06 22:19:26,FALSE,NA,"905556071963615233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DStoneRealEsta1",45,TRUE,FALSE,NA,NA
"799","RT @HoustonHealth: Disinfect all toys that were in contact with #Harvey floodwaters before letting kids play. Here is how https://t.co/ZKAD…",FALSE,0,NA,2017-09-06 22:19:14,FALSE,NA,"905556021392932864",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RGlobalism",17,TRUE,FALSE,NA,NA
"800","The National Guard is using Johnson Coliseum as a base of operations amid Hurricane #Harvey relief efforts.

https://t.co/aYiMHtEMIC",FALSE,3,NA,2017-09-06 22:19:06,FALSE,NA,"905555987385503748",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HoustonianSHSU",1,FALSE,FALSE,NA,NA
"801","RT @KPRC2: Rosenberg couple saves home from #Harvey floods by using Aqua Dam. Details, more pics-&gt;https://t.co/CTqXEqz2yf #KPRC2 #HoustonSt…",FALSE,0,NA,2017-09-06 22:18:23,FALSE,NA,"905555806497767424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","benswapa",332,TRUE,FALSE,NA,NA
"802","RT @AntonioArellano: Many Houston #DREAMers lost everything they had to #Harvey

Now, they've lost #DACA

Help the most vulnerable:
https:/…",FALSE,0,NA,2017-09-06 22:18:14,FALSE,NA,"905555770204274688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LeAnneHeadrick",357,TRUE,FALSE,NA,NA
"803","RT @AmyStarnes: Today's collection of important links, media stories: State Bar of Texas #Harvey Media Reports – Sept. 6, 2017 https://t.co…",FALSE,0,NA,2017-09-06 22:17:54,FALSE,NA,"905555685534031872",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","miunger",3,TRUE,FALSE,NA,NA
"804","RT @SenTedCruz: Recognized @JJWatt for his devout commitment to helping fellow Texans rebuild after #Harvey. #TexansHelpingTexans #TexasStr…",FALSE,0,NA,2017-09-06 22:17:38,FALSE,NA,"905555620509691904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dfuller333",239,TRUE,FALSE,NA,NA
"805","RT @MichaelCiaglo: Post-Harvey traffic is no joke. I took these at noon today... good luck to the commuters out there #Harvey https://t.co/…",FALSE,0,NA,2017-09-06 22:17:16,FALSE,NA,"905555525324111872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sugarlandstartx",386,TRUE,FALSE,NA,NA
"806","RT @TexasDSHS: [News release]: Texas to conduct aerial #mosquito control over Refugio, Bee counties in wake of #Harvey. Read it at https://…",FALSE,0,NA,2017-09-06 22:17:13,FALSE,NA,"905555514498715649",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TexasHHSC",16,TRUE,FALSE,NA,NA
"807","Do homeowners suing over reservoir releases have a case? #Harvey #HouNews 
https://t.co/3VvlHlprfR https://t.co/2lnCrinmpa",FALSE,1,NA,2017-09-06 22:17:01,FALSE,NA,"905555462615158784",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HoustonMatters",0,FALSE,FALSE,NA,NA
"808","Picking Up the Pieces: #Employer Responsibilities in the Aftermath of #Harvey | https://t.co/8ng5522UOt (via @Littler) #riskmanagement",FALSE,1,NA,2017-09-06 22:17:00,FALSE,NA,"905555458060058624",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","HalWilliams",1,FALSE,FALSE,NA,NA
"809","RT @ChronMed: Hospitals see influx of patients with #Harvey-related symptoms, particularly skin infections https://t.co/CiA9lEUqnE",FALSE,0,NA,2017-09-06 22:16:50,FALSE,NA,"905555418910359552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GManfan64",287,TRUE,FALSE,NA,NA
"810",".@BRPD goes #BehindTheLine to send a truckload (&amp; then some) of donations to New Caney, Tx. to law enforcement affe… https://t.co/oZ1eEwX8LM",FALSE,2,NA,2017-09-06 22:16:34,TRUE,NA,"905555349553467392",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","hscheinukphoto",0,FALSE,FALSE,NA,NA
"811","After #Harvey the cleanup efforts are in full force! #aftermath #AfterTheStorm #TexasStrong @… https://t.co/FapX2aijUU",FALSE,0,NA,2017-09-06 22:16:24,FALSE,NA,"905555307811581952",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","HouSportsImages",1,FALSE,FALSE,"-95.21299523","29.60987982"
"812","RT @AntonioArellano: Many Houston #DREAMers lost everything they had to #Harvey

Now, they've lost #DACA

Help the most vulnerable:
https:/…",FALSE,0,NA,2017-09-06 22:16:17,FALSE,NA,"905555280129269760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Julioaayala94M",357,TRUE,FALSE,NA,NA
"813","RT @ExxonMobilBTA: We're committed to helping the Baytown area rebuild after #Harvey. Our employees unload supplies @UnitedWayGBACC to assi…",FALSE,0,NA,2017-09-06 22:16:16,FALSE,NA,"905555275448496129",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","halshammari49",26,TRUE,FALSE,NA,NA
"814","RT @rodryanshow: This Officer Put His Already Fragile Life On The Line To Help Save Victims of #Harvey https://t.co/bzAKVMZByM",FALSE,0,NA,2017-09-06 22:16:15,FALSE,NA,"905555268850896900",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","christi03560565",7,TRUE,FALSE,NA,NA
"815","Join Franklin Graham for Decision Texas.Pray for those devastated by #Harvey. The Lone Star Tour… https://t.co/gwqil73e48",FALSE,2,NA,2017-09-06 22:16:09,TRUE,NA,"905555244544925696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pmbasse",0,FALSE,FALSE,NA,NA
"816","Class action suits filed following massive flooding after release of water from local reservoirs #abc13 @ 6 #harvey… https://t.co/gaIaDgqcwl",FALSE,31,NA,2017-09-06 22:16:09,TRUE,NA,"905555243185922048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","imkevinquinn",27,FALSE,FALSE,NA,NA
"817","RT @JenellaHerring: Ferries are running!  #PortAransas #Harvey https://t.co/3qatsE6Pyd",FALSE,0,NA,2017-09-06 22:15:54,FALSE,NA,"905555181244436480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kraftytx",2,TRUE,FALSE,NA,NA
"818","RT @TSLAC: Texas State Library and Archives Commission to offer “Rebuilding Texas Libraries” Disaster Relief Grants #harvey https://t.co/nh…",FALSE,0,NA,2017-09-06 22:15:31,FALSE,NA,"905555085756915717",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","onelucky11",20,TRUE,FALSE,NA,NA
"819","RT @TexasFarmBureau: Unprecedented. Heartbreaking. No words can truly describe #Harvey. If you want to help farmers, here’s how: https://t.…",FALSE,0,NA,2017-09-06 22:15:28,FALSE,NA,"905555072758812672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FieldWatchInc",46,TRUE,FALSE,NA,NA
"820","RT @TexasDSHS: Questions about #Harvey-related services? Dial 2-1-1 and select options 5 (food benefits, shelters) or 2 (TANF, Medicaid, CH…",FALSE,0,NA,2017-09-06 22:15:15,FALSE,NA,"905555018467737603",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GuerreroBowen",7,TRUE,FALSE,NA,NA
"821","RT @Entergy: ""Our commitment doesn’t end once power is restored."" @EntergyTX CEO Sallie Rainer pledges $400k for #Harvey relief. https://t.…",FALSE,0,NA,2017-09-06 22:15:09,FALSE,NA,"905554991452180480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","K8TDidToo",6,TRUE,FALSE,NA,NA
"822","RT @JFarrarDist148: Impacted by #Harvey and need legal advice? Call (713) 759-1133 today (and Mon-Fri) from 3-5pm for free legal advice fro…",FALSE,0,NA,2017-09-06 22:15:05,FALSE,NA,"905554978122588160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ferrovore",17,TRUE,FALSE,NA,NA
"823","Questions about #Harvey-related services? Dial 2-1-1 and select options 5 (food benefits, shelters) or 2 (TANF, Med… https://t.co/spdbw34GR9",FALSE,5,NA,2017-09-06 22:15:00,TRUE,NA,"905554956412792832",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","TexasDSHS",7,FALSE,FALSE,NA,NA
"824","RT @T_I_P_R_O: .@HoustonChron's @cltomlinson reminds us why after #Harvey, #Houston needs petrochemicals more than ever: https://t.co/TL6Ab…",FALSE,0,NA,2017-09-06 22:14:59,FALSE,NA,"905554949857259521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","meganaryan",5,TRUE,FALSE,NA,NA
"825","""Our commitment doesn’t end once power is restored."" @EntergyTX CEO Sallie Rainer pledges $400k for #Harvey relief.… https://t.co/wxvotS8kxu",FALSE,8,NA,2017-09-06 22:14:57,TRUE,NA,"905554943414857728",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","Entergy",6,FALSE,FALSE,NA,NA
"826","RT @HoustonMatters: Advice for avoiding #Harvey #health hazards w/@ushahmd &amp; @MethodistHosp #HouNews 
https://t.co/dyLlpjDoMx https://t.co/…",FALSE,0,NA,2017-09-06 22:14:52,FALSE,NA,"905554920673247238",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","K8TDidToo",4,TRUE,FALSE,NA,NA
"827","Good news going into FY18/19 as will see addtl costs &amp; impacts on revenue from #Harvey. Need more frequent reviews… https://t.co/bghBCEPraz",FALSE,2,NA,2017-09-06 22:14:47,TRUE,NA,"905554900410654720",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DonnaHowardTX",1,FALSE,FALSE,NA,NA
"828","RT @ChronBrianSmith: J.J. Watt on his plan for how the $27 million-plus raised for #Harvey victims will be used. https://t.co/hfmb2OpHYx",FALSE,0,NA,2017-09-06 22:14:41,FALSE,NA,"905554877631397888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wenders38",28,TRUE,FALSE,NA,NA
"829","RT @stjbs: An absolutely incredible #harvey essay: I downloaded an app. Suddenly, I was a rescue dispatcher. https://t.co/8ds8PLf4Qe",FALSE,0,NA,2017-09-06 22:14:17,FALSE,NA,"905554773520162817",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","leapingwoman",296,TRUE,FALSE,NA,NA
"830","RT @abc13houston: VOLUNTEERS NEEDED: @cohoustonfire Station 44 cooking this AM for #Harvey victims. How you can help https://t.co/0uZqkNQqz…",FALSE,0,NA,2017-09-06 22:14:03,FALSE,NA,"905554718528638976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Bennythesnitch",14,TRUE,FALSE,NA,NA
"831","Help college students impacted by #Harvey by giving to #harveyHELP http:https://t.co/BVUH0iYbpQ @GiveWisely",FALSE,6,NA,2017-09-06 22:13:45,FALSE,NA,"905554639088648194",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LindaBattles",1,FALSE,FALSE,NA,NA
"832","RT @MarlaABC13: City of Houston employee missing. He was last heard from during the height of #Harvey. He was on his way to work @abc13hous…",FALSE,0,NA,2017-09-06 22:13:37,FALSE,NA,"905554606465441792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sweetnlow0777",56,TRUE,FALSE,NA,NA
"833","Texas ingenuity at it's finest! Holding up a telephone pole! #Harvey #Aftermath #TexasStrong… https://t.co/OOCUSHhadW",FALSE,0,NA,2017-09-06 22:13:35,FALSE,NA,"905554598655549440",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","HouSportsImages",1,FALSE,FALSE,NA,NA
"834","RT @HEB: Want to help with #Harvey? We're taking donations in stores and online to aid in our Disaster Relief efforts. https://t.co/IPJqZn2…",FALSE,0,NA,2017-09-06 22:13:17,FALSE,NA,"905554525150257152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","overrunbydogs",569,TRUE,FALSE,NA,NA
"835","RT @ExxonMobilBTA: We're committed to helping the Baytown area rebuild after #Harvey. Our employees unload supplies @UnitedWayGBACC to assi…",FALSE,0,NA,2017-09-06 22:12:42,FALSE,NA,"905554378534387712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","exxonmobil",26,TRUE,FALSE,NA,NA
"836","After #Harvey and now #Irma, am I the only one that gets so paranoid now when I hear:

""We have a slight chance of… https://t.co/6W4uVLKLxN",FALSE,3,NA,2017-09-06 22:12:17,TRUE,NA,"905554270115815424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_JuanRodriguez_",0,FALSE,FALSE,NA,NA
"837","RT @ChronMed: Hospitals see influx of patients with #Harvey-related symptoms, particularly skin infections https://t.co/CiA9lEUqnE",FALSE,0,NA,2017-09-06 22:12:06,FALSE,NA,"905554227824611328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TayoAnn",287,TRUE,FALSE,NA,NA
